Last,First,Team,RateAssist,RateCDefence,RateClearing,RateCoincidentalMinor,RateCRank,RateCShotPct,RateCShotPlus,RateFaceoff,RateFight,RateForechecking,RateGameFatigue,RateGameMisconduct,RateGRank,RateGrossMisconduct,RateHiddenGoalScored,RateHiddenSaveClear,RateHiddenSaveFaceoff,RateHiddenSaveRebound,RateHiddenShotDefender,RateHiddenShotDeflected,RateHiddenShotOnGoal,RateHiddenShotWide,RateInactive,RateInjuryFactor,RateIntimidation,RateLDDefence,RateLDRank,RateLDShotPct,RateLDShotPlus,RateLWDefense,RateLWRank,RateLWShotPct,RateLWShotPlus,RateMajor,RateMatch,RateMinor,RateMisconduct,RatePassing,RatePenaltyKilling,RatePhysical,RatePosition,RateRDDefence,RateRDRank,RankRDShotPct,RateRDShotPlus,RateRock,RateRookie,RateRwDefence,RateRWRank,RateRWShotPct,RateRWShotPlus,RateSDefence,RateShiftFatigue,RateShotBlocking,RateSkating,RateSpeed,RateSShotPct,RateSShotPlus,RealAssists,RealBlockedShots,RealCornersLost,RealCornersWon,RealCurrentPointStreak,RealEmptyNetGoals,RealFaceoffsLost,RealFaceoffsWon,RealFightsLost,RealFightsTied,RealFightsWon,RealGAA,RealGamesPlayed,RealGameTyingGoals,RealGameWinningGoals,RealGoals,RealGoalsAgainst,RealHits,RealLongestPointStreak,RealLosses,RealMinutes,RealPassesCompleted,RealPassesIncomplete,RealPenaltyMinutes,RealPlusMinus,RealPoints,RealPowerplayGoals,RealSavePct,RealSaves,RealShorthandedGoals,RealShotsOnGoal,RealShutouts,RealTies,RealWins,SimAssists,SimAssistsLastGame,SimBlockedShots,SimCoincidentalMinors,SimCornersLost,SimCornersWon,SimCurrentPointStreak,SimDaysInjured,SimEmptyNetGoals,SimFaceoffsLost,SimFaceoffsWon,SimFights,SimFightsLost,SimFightsTied,SimFightsWon,SimGAA,SimGameMisconducts,SimGamesPlayed,SimGameTyingGoals,SimGameWinningGoals,SimGoals,SimGoalsAgainst,SimGoalsLastGame,SimGrossMisconducts,SimHits,SimLongestPointStreak,SimLosses,SimMajors,SimMatches,SimMinors,SimMinutes,SimMisconducts,SimPassesCompleted,SimPassesIncomplete,SimPenaltiesInMinutes,SimPlusMinus,SimPoints,SimPowerPlayGoals,SimSavePct,SimSaves,SimShorthandedGoals,SimShotsOnGoal,SimShutouts,SimTies,SimWins,Unused1,Unused2,Unused3,Unused4,Unused5,Unused6
Novak,Thomas,NSH,49,2,0,0,1,8,24,2,0,1,705,0,,0,86,3,0,10,40,21,22,16,0,55,1,0,,0,0,0,,0,0,0,0,1,0,3,0,1,C,0,,0,0,0,Y,0,,0,0,0,90,0,2,3,8,24,6,6,0,0,0,0,79,62,0,0,0,0,27,0,0,1,0,4,0,0,318,0,0,2,-4,7,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Konecny,Travis,PHI,313,0,0,2,,0,0,0,1,4,1050,0,,0,86,3,0,10,0,0,177,0,0,3,3,0,,0,0,0,,0,0,0,0,1,985,4,0,2,RW,0,,0,0,0,N,2,1,15,33,0,90,0,4,4,15,15,36,34,0,0,0,0,18,13,0,1,0,0,79,0,3,16,0,80,0,0,1391,0,0,77,-23,52,3,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
D.Strome,Dylan,CHI,40,2,0,1,1,35,74,3,0,2,1050,0,,0,86,3,0,10,42,12,28,17,0,13,2,0,,0,0,0,,0,0,0,0,1,0,4,0,1,C,0,,0,0,0,N,2,2,35,74,0,90,0,5,4,35,74,26,33,0,0,0,0,419,460,0,0,0,0,69,0,2,22,0,11,0,0,1203,0,0,28,-6,48,5,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Carlo,Brandon,BOS,1,0,4,4,,0,0,0,1,0,1185,0,,0,86,3,0,10,31,14,42,12,0,3,4,0,,0,0,0,,0,0,0,0,1,0,3,0,4,RD,4,1,10,34,0,N,0,,0,0,0,120,0,3,3,10,34,9,104,0,0,0,0,0,0,0,1,0,0,79,0,0,6,0,143,0,0,1557,0,0,31,2,15,0,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Boeser,Brock,VAN,24,0,0,0,,0,0,1,0,2,1110,0,,0,86,3,0,10,17,9,66,7,0,11,2,0,,0,0,0,,0,0,0,0,1,0,4,0,1,RW,0,,0,0,0,N,2,1,24,52,0,90,0,4,4,24,24,23,26,0,0,0,0,26,27,0,0,0,0,71,0,6,23,0,35,0,0,1321,0,0,20,-5,46,11,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Barzal,Mathew,NYI,999,1,0,1,1,19,31,2,0,3,1080,0,,0,86,3,0,10,0,0,250,0,0,9,1,0,,0,0,0,,0,0,0,0,1,0,5,0,1,C,0,,0,0,0,N,0,,0,0,0,90,0,5,5,19,31,44,17,0,0,0,0,271,234,0,0,0,0,73,0,1,15,0,36,0,0,1315,0,0,18,-15,59,1,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Hintz,Roope,DAL,35,4,0,1,1,35,69,4,0,4,1080,0,,0,86,3,0,10,23,13,53,10,0,2,2,0,,0,0,0,,0,0,0,0,1,0,4,0,3,C,0,,0,0,0,N,0,,0,0,0,90,0,5,4,35,69,35,53,0,0,0,0,317,357,0,0,0,0,80,0,7,37,0,82,0,0,1444,0,0,28,15,72,9,0,0,3,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Bear,Ethan,CAR,19,0,2,1,,0,0,0,0,0,960,0,,0,86,3,0,10,21,13,60,5,0,24,2,0,,0,0,0,,0,0,0,0,3,0,3,0,3,RD,3,1,10,21,0,N,0,,0,0,0,120,0,3,4,10,21,9,41,0,0,0,0,0,0,0,0,0,0,58,0,2,5,0,55,0,0,933,0,0,20,1,14,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
C.Jones,Caleb,CHI,34,0,3,1,,0,0,0,0,0,1005,0,,0,86,3,0,10,30,21,34,14,0,31,3,2,1,18,82,0,,0,0,0,0,1,0,3,0,4,LD,2,2,18,31,0,N,0,,0,0,0,120,0,3,3,18,82,10,58,0,0,0,0,0,0,0,0,0,0,51,0,1,5,0,77,0,0,853,0,0,18,-3,15,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Roslovic,Jack,CBJ,24,2,0,1,1,34,62,2,0,2,855,0,,0,86,3,0,10,31,14,45,9,0,1,2,0,,0,0,0,,0,0,0,0,1,0,4,0,3,C,0,,0,0,0,N,0,,0,0,0,90,0,4,4,34,62,23,25,0,0,0,0,483,372,0,0,0,0,81,0,4,22,0,60,0,0,1157,0,0,12,2,45,4,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Werenski,Zach,CBJ,70,0,2,1,,0,0,0,0,0,1545,0,,0,86,3,0,10,2,0,97,0,0,14,2,3,1,10,45,0,,0,0,0,0,1,0,4,0,1,LD,0,,0,0,0,N,0,,0,0,0,120,0,4,4,10,45,37,95,0,0,0,0,0,0,0,0,0,0,68,0,2,11,0,33,0,0,1745,0,0,22,-15,48,4,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
N.Roy,Nicolas,VGK,18,3,0,0,1,21,35,3,1,4,975,0,,0,86,3,0,10,28,14,44,13,0,4,3,0,,0,0,0,,0,0,0,0,2,30,4,0,3,C,0,,0,0,1,N,3,2,21,35,0,90,0,3,4,21,35,24,34,0,0,0,0,477,454,0,1,0,0,78,0,3,15,0,85,0,0,1268,0,0,51,12,39,2,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Beauvillier,Anthony,NYI,34,0,0,0,,0,0,0,0,3,1005,0,,0,86,3,0,10,17,10,65,7,0,7,1,0,,0,0,3,2,16,36,0,0,1,0,4,0,1,RW,0,,0,0,0,N,3,1,16,36,0,90,0,4,4,16,36,22,20,0,0,0,0,6,4,0,0,0,0,75,0,1,12,0,39,0,0,1263,0,0,12,-10,34,5,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Sprong,Daniel,WSH,8,0,0,0,,0,0,0,0,2,765,0,,0,86,3,0,10,14,5,76,4,0,35,1,0,,0,0,1,2,16,38,0,0,1,0,3,0,2,RW,0,,0,0,0,N,1,1,16,38,0,90,0,4,4,16,38,6,12,0,0,0,0,2,0,0,0,0,0,47,0,0,8,0,35,0,0,599,0,0,8,6,14,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Sprong,Daniel,SEA,0,0,0,0,,0,0,0,0,2,825,0,,0,86,3,0,10,10,2,84,3,0,66,1,0,,0,0,1,2,24,58,0,0,0,0,3,0,2,RW,0,,0,0,0,N,1,1,24,58,0,90,0,4,4,24,58,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,6,0,8,0,0,219,0,0,0,-6,6,2,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Meloche,Nicolas,SJS,5,0,3,2,,0,0,0,1,0,1020,0,,0,86,3,0,10,31,20,27,21,0,32,4,0,,0,0,0,,0,0,0,0,3,0,2,0,5,RD,3,1,11,68,0,Y,0,,0,0,0,120,0,2,2,11,68,5,54,0,0,0,0,0,0,0,1,0,0,50,0,1,2,0,158,0,0,844,0,0,39,-17,7,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Lauzon,Jeremy,SEA,2,0,4,2,,0,0,0,7,0,1065,0,,0,86,3,0,10,30,19,36,14,0,29,5,4,1,3,17,0,,0,0,0,0,2,692,3,0,5,LD,4,2,3,3,0,N,0,,0,0,0,120,0,3,3,3,17,5,49,0,0,0,0,0,0,0,5,0,0,53,0,0,1,0,176,0,0,944,0,0,67,-9,6,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Lauzon,Jeremy,NSH,0,0,4,0,,0,0,0,80,0,1020,0,,0,86,3,0,10,31,15,39,14,0,69,5,4,1,12,64,0,,0,0,0,0,1,0,3,0,5,LD,4,2,12,35,0,N,0,,0,0,0,120,0,3,3,12,64,0,14,0,0,0,0,0,0,0,2,0,0,13,0,0,1,0,48,0,0,222,0,0,14,3,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Chabot,Thomas,OTT,63,0,3,1,,0,0,0,0,0,1575,0,,0,86,3,0,10,7,0,92,0,0,23,2,2,1,8,11,0,,0,0,0,0,1,0,5,0,3,LD,0,,0,0,0,N,0,,0,0,0,120,0,4,5,8,11,31,93,0,0,0,0,0,0,0,0,0,0,59,0,1,7,0,73,0,0,1545,0,0,26,-3,38,1,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Joseph,Mathieu,TBL,27,0,0,5,,0,0,0,3,3,825,0,,0,86,3,0,10,28,14,44,13,0,24,3,0,,0,0,3,2,24,53,0,0,1,0,3,1,3,RW,0,,0,0,0,N,3,1,24,53,0,90,0,3,4,24,53,10,20,0,0,0,0,26,18,0,1,0,0,58,0,2,8,0,85,0,0,795,0,0,23,4,18,0,0,0,2,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Joseph,Mathieu,OTT,999,0,0,0,,0,0,0,0,3,1005,0,,0,86,3,0,10,0,0,224,0,0,71,3,0,,0,0,3,2,42,70,0,0,4,0,3,1,3,RW,0,,0,0,0,N,3,1,42,70,0,90,0,3,4,42,70,8,7,0,0,0,0,2,2,0,0,0,0,11,0,1,4,0,21,0,0,185,0,0,6,8,12,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Crouse,Lawson,ARI,61,0,0,1,,0,0,0,5,4,1050,0,,0,86,3,0,10,16,5,71,7,0,17,4,0,,0,0,3,1,31,73,0,0,1,0,3,1,4,LW,0,,0,0,0,N,0,,0,0,0,90,0,3,3,31,73,14,36,0,0,0,0,32,16,0,4,0,0,65,0,4,20,0,181,0,0,1133,0,0,52,-9,34,3,0,0,1,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Capobianco,Kyle,ARI,30,0,3,0,,0,0,0,0,0,960,0,,0,86,3,0,10,27,19,40,13,0,37,2,2,1,10,21,0,,0,0,0,0,7,0,2,0,3,LD,2,2,10,8,0,Y,0,,0,0,0,120,0,3,2,10,21,7,46,0,0,0,0,0,0,0,0,0,0,45,0,1,2,0,43,0,0,720,0,0,38,-12,9,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Stephens,Mitchell,DET,140,2,0,0,1,0,0,3,0,2,675,0,,0,86,3,0,10,33,17,31,18,0,55,1,0,,0,0,0,,0,0,0,0,1,0,2,0,2,C,0,,0,0,0,N,0,,0,0,0,90,0,2,3,0,0,6,9,0,0,0,0,129,124,0,0,0,0,27,0,0,0,0,21,0,0,302,0,0,8,-8,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Marner,Mitchell,TOR,999,0,0,0,,0,0,0,0,3,1260,0,,0,86,3,0,10,0,0,255,0,0,10,2,0,,0,0,0,,0,0,0,0,1,0,5,1,2,RW,0,,0,0,0,N,3,1,31,64,0,90,0,5,5,31,31,62,31,0,0,0,0,8,10,0,0,0,0,72,0,5,35,0,75,0,0,1504,0,0,16,23,97,6,0,0,3,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Eriksson Ek,Joel,MIN,2,5,0,2,1,23,49,3,0,4,1110,0,,0,86,3,0,10,23,12,56,8,0,5,3,0,,0,0,0,,0,0,0,0,1,0,4,1,4,C,0,,0,0,0,N,0,,0,0,0,90,0,4,4,23,49,23,44,0,0,0,0,768,697,0,0,0,0,77,0,3,26,0,138,0,0,1431,0,0,28,16,49,12,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Gurianov,Denis,DAL,64,0,0,1,,0,0,0,0,2,855,0,,0,86,3,0,10,14,8,72,5,0,9,1,0,,0,0,0,,0,0,0,0,1,0,4,0,3,RW,0,,0,0,0,N,2,1,15,32,0,90,0,3,4,15,15,20,32,0,0,0,0,0,0,0,0,0,0,73,0,2,11,0,67,0,0,1036,0,0,16,2,31,4,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
DeBrusk,Jake,BOS,73,0,0,0,,0,0,0,0,3,900,0,,0,86,3,0,10,9,6,82,2,0,5,2,0,,0,0,3,1,27,57,0,0,1,0,3,0,2,LW,0,,0,0,0,N,3,2,27,57,0,90,0,4,4,27,57,17,25,0,0,0,0,12,10,0,0,0,0,77,0,8,25,0,62,0,0,1158,0,0,10,6,42,3,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Provorov,Ivan,PHI,24,0,4,0,,0,0,0,0,0,1500,0,,0,86,3,0,10,19,9,62,9,0,3,3,4,1,11,10,0,,0,0,0,0,1,0,3,0,3,LD,0,,0,0,0,N,0,,0,0,0,120,1,4,4,11,10,22,172,0,0,0,0,0,0,0,0,0,0,79,0,1,9,0,74,0,0,1966,0,0,34,-20,31,1,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
G.Carlsson,Gabriel,CBJ,62,0,3,3,,0,0,0,0,0,735,0,,0,86,3,0,10,28,19,35,17,0,44,1,3,1,22,99,0,,0,0,0,0,1,0,2,0,2,LD,0,,0,0,0,N,0,,0,0,0,120,0,3,2,22,99,7,33,0,0,0,0,0,0,0,0,0,0,38,0,0,2,0,27,0,0,466,0,0,10,6,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Marino,John,PIT,43,0,3,1,,0,0,0,1,0,1245,0,,0,86,3,0,10,27,19,40,13,0,1,2,0,,0,0,0,,0,0,0,0,1,0,4,0,2,RD,3,1,2,0,0,N,0,,0,0,0,120,0,4,3,2,0,24,88,0,0,0,0,0,0,0,1,0,0,81,0,0,1,0,73,0,0,1672,0,0,23,1,25,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Trenin,Yakov,NSH,6,0,0,5,,0,0,0,9,4,885,0,,0,86,3,0,10,36,14,37,12,0,2,4,0,,0,0,3,1,25,56,0,0,1,0,2,0,5,LW,0,,0,0,0,N,0,,0,0,0,90,0,3,3,25,56,7,33,0,0,0,0,23,12,0,4,0,0,80,0,2,17,0,191,0,0,1173,0,0,46,7,24,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Czarnik,Austin,NYI,999,2,0,0,1,44,99,1,0,1,660,0,,0,86,3,0,10,10,4,83,2,0,71,1,0,,0,0,0,,0,0,0,0,0,0,3,0,1,C,0,,0,0,0,N,2,2,44,99,0,90,0,2,3,44,99,3,5,0,0,0,0,35,23,0,0,0,0,11,0,0,2,0,2,0,0,121,0,0,0,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Czarnik,Austin,SEA,999,2,0,0,1,0,0,0,0,1,645,0,,0,86,3,0,10,23,13,54,9,0,76,1,0,,0,0,0,,0,0,0,0,0,0,3,0,1,C,0,,0,0,0,N,2,2,0,0,0,90,0,2,3,0,0,2,2,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0,0,65,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Cirelli,Anthony,TBL,76,4,0,5,1,23,47,2,4,5,1095,0,,0,86,3,0,10,22,9,59,9,0,6,2,0,,0,0,0,,0,0,0,0,1,812,4,1,3,C,0,,0,0,0,N,4,2,23,47,0,90,1,4,4,23,47,26,67,0,0,0,0,507,441,0,2,0,0,76,0,4,17,0,75,0,0,1392,0,0,70,15,43,3,0,0,1,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Kero,Tanner,DAL,79,2,0,0,2,0,0,1,0,3,570,0,,0,86,3,0,10,31,19,36,13,0,59,1,0,,0,0,2,1,0,0,0,0,0,0,2,0,2,LW,0,,0,0,0,N,0,,0,0,0,90,0,2,3,0,0,3,9,0,0,0,0,5,9,0,0,0,0,23,0,0,0,0,12,0,0,220,0,0,0,-5,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Rodrigues,Evan,PIT,24,3,0,1,2,16,31,2,0,5,945,0,,0,86,3,0,10,15,10,69,5,0,0,2,0,,0,0,3,3,16,31,0,0,1,0,4,0,3,RW,0,,0,0,0,N,3,1,16,31,0,90,0,4,4,16,31,24,30,0,0,0,0,203,183,0,0,0,0,82,0,2,19,0,89,0,0,1299,0,0,14,3,43,7,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Panarin,Artemi,NYR,999,0,0,0,,0,0,0,0,2,1155,0,,0,86,3,0,10,0,0,182,0,0,7,1,0,,0,0,2,1,25,48,0,0,1,145,5,0,1,LW,0,,0,0,0,N,0,,0,0,0,90,0,5,5,25,48,74,14,0,0,0,0,1,1,0,0,0,0,75,0,5,22,0,22,0,0,1441,0,0,18,21,96,5,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Kukan,Dean,CBJ,33,0,2,0,,0,0,0,0,0,975,0,,0,86,3,0,10,27,12,47,13,0,41,2,3,2,15,85,0,,0,0,0,0,2,0,2,0,2,RD,3,1,15,45,0,N,0,,0,0,0,120,0,2,2,15,85,8,39,0,0,0,0,0,0,0,0,0,0,41,0,0,3,0,43,0,0,668,0,0,16,-2,11,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Acciari,Noel,FLA,24,3,0,0,1,19,43,3,6,4,720,0,,0,86,3,0,10,17,10,68,4,0,62,3,0,,0,0,0,,0,0,0,0,2,0,3,0,4,C,0,,0,0,0,N,3,2,19,43,0,90,2,3,3,19,43,5,16,0,0,0,0,82,84,0,1,0,0,20,0,1,3,0,48,0,0,240,0,0,11,2,8,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Ryan,Derek,EDM,24,3,0,0,2,28,53,4,0,3,690,0,,0,86,3,0,10,27,13,48,11,0,7,2,0,,0,0,0,,0,0,0,0,1,0,3,1,2,RW,0,,0,0,0,N,3,1,28,53,0,90,1,3,3,28,53,12,38,0,0,0,0,226,286,0,0,0,0,75,0,2,10,0,38,0,0,857,0,0,8,-4,22,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Borgen,Will,SEA,46,0,2,4,,0,0,0,4,0,915,0,,0,86,3,0,10,23,12,58,6,0,46,3,0,,0,0,0,,0,0,0,0,1,0,3,0,5,RD,3,1,8,39,0,Y,0,,0,0,0,120,0,3,3,8,39,6,33,0,0,0,0,0,0,0,2,0,0,36,0,0,2,0,89,0,0,550,0,0,28,1,8,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Colt.White,Colton,NJD,34,0,2,0,,0,0,0,0,0,795,0,,0,86,3,0,10,28,18,36,17,0,55,1,2,1,0,0,0,,0,0,0,0,2,0,3,0,3,LD,2,2,0,0,0,Y,0,,0,0,0,120,0,3,3,0,0,4,14,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,24,0,0,358,0,0,8,2,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
