Player,Age,Tm,Pos,GP,G,A,PTS,PlusMin,PIM,PS,G-EV,G-PP,G-SH,G-GW,A-EV,A-PP,A-SH,SOG,ShotPerc,TOI,ATOI,BLK,HIT,FOW,FOL,FOPerc,UID,season,CorsiFor,CorsiAgainst,CorsiForPerc,CorsiForPercRel,FenwickF,FenwickA,FenwickPerc,FenwickPercRel,TeamOnIceShootPerc,TeamOnIceSavePerc,ShootPercPlusSavePerc,OZoneStartPerc,DZoneStartPerc,ATOIEV,TakeAways,GiveAways,EPlusMin,ShotAttempts,ShotThruPerc,GoalsCreated,GPerGame,APerGame,PtsPerGame,GoalsCreatedPerGame,SOGPerGameAdjusted,GAdjusted,AAdjusted,PtsAdjusted,GCAdjusted,TotGF,TotPPGF,TotGA,TotPPGA,XGF,XGA,XPlusMin,OPS,DPS,TotPS,ShootoutMiss,ShiftLength,CorsiForRelES,GFPer60,GAPer60,ATOIPP,PPCorsiPercRel,PPGFPer60,PPGAPer60,ATOISH,CorsiForRelSH,SHFPPer60,SHGAPer60
Luke Johnson,26,MIN,C,14,1,0,1,-5,5,-0.3,1,0,0,0,0,0,0,11,9.1,141,10:06,4,29,44,43,50.6,johnslu01,20-21,91,148,38.1,-7.6,70,112,38.5,-8.1,7.8,88.9,96.7,28.9,71.1,10:02,2,0,-3.3,20.0,55.0,1,0.07,0.0,0.07,0.04,0.79,2,0,2,1,4,0,9,0,3.3,6.5,-3.3,-0.2,-0.1,-0.3,,0:45,-7.6,1.7,3.8,0:01,,0.0,0.0,0:00,-10.3,,
Reese Johnson,22,CHI,F,5,0,0,0,-2,9,-0.1,0,0,0,0,0,0,0,4,0.0,40,7:57,2,22,0,1,0.0,johnsre01,20-21,24,26,48.0,0.2,19,20,48.7,5.5,0.0,88.9,88.9,36.8,63.2,7:57,0,0,-0.2,5.0,80.0,0,0.0,0.0,0.0,0.0,0.8,0,0,0,0,0,0,2,0,0.9,1.1,-0.2,-0.1,0.0,-0.1,,0:53,0.2,0.0,3.0,0:00,,,,0:00,,,
Tyler Johnson,30,TBL,C,55,8,14,22,-1,16,1.8,6,2,0,1,13,1,0,77,10.4,752,13:40,15,63,170,140,54.8,johnsty01,20-21,550,504,52.2,0.2,421,383,52.4,0.5,8.3,90.6,98.9,53.5,46.5,12:03,4,7,3.8,123.0,62.6,8,0.15,0.25,0.4,0.15,1.4,12,21,33,12,33,8,28,0,26.5,22.7,3.8,1.0,0.8,1.8,0.0,0:56,0.2,2.3,2.4,1:33,0.2,5.6,0.7,0:00,-15.2,0.0,0.0
Andreas Johnsson,26,NJD,LW,50,5,6,11,-1,12,0.4,4,1,0,0,6,0,0,65,7.7,697,13:56,17,39,11,17,39.3,johnsan01,20-21,551,477,53.6,2.3,423,373,53.1,3.2,7.8,91.3,99.0,54.7,45.3,12:12,23,13,5.0,104.0,62.5,4,0.1,0.12,0.22,0.09,1.3,8,9,17,7,30,6,31,6,28.3,23.3,5.0,-0.3,0.7,0.4,,0:52,2.3,2.4,2.4,1:20,2.5,5.4,0.9,0:22,8.8,0.0,18.6
Ross Johnston,26,NYI,LW,12,0,1,1,-3,35,-0.2,0,0,0,0,1,0,0,5,0.0,105,8:44,6,43,1,3,25.0,johnsro02,20-21,71,107,39.9,-9.1,51,73,41.1,-9.5,2.9,92.5,95.3,49.2,50.8,8:43,1,1,-0.6,6.0,83.3,0,0.0,0.08,0.08,0.02,0.42,0,1,1,0,1,0,4,0,2.7,3.2,-0.6,-0.2,0.0,-0.2,,0:40,-9.1,0.6,2.3,0:00,,,,0:00,,0.0,0.0
Henri Jokiharju,21,BUF,D,46,3,5,8,-11,4,1.6,3,0,0,0,5,0,0,50,6.0,846,18:23,53,47,0,0,,jokihhe01,20-21,650,714,47.7,1.7,511,560,47.7,2.4,6.6,90.4,96.9,54.1,45.9,17:16,9,12,-1.8,109.0,45.9,3,0.07,0.11,0.17,0.07,1.09,5,7,12,5,27,1,44,5,28.2,30.0,-1.8,0.1,1.5,1.6,,0:44,1.7,1.9,2.9,0:06,-15.4,10.3,10.3,0:59,2.1,1.3,6.6
Caleb Jones,23,EDM,D,33,0,4,4,-7,6,0.3,0,0,0,0,4,0,0,23,0.0,449,13:36,35,27,0,0,,jonesca01,20-21,337,332,50.4,1.0,252,242,51.0,2.2,6.1,89.7,95.8,55.1,44.9,12:59,9,35,0.0,55.0,41.8,1,0.0,0.12,0.12,0.03,0.7,0,6,6,2,11,0,20,2,15.2,15.2,0.0,-0.1,0.4,0.3,,0:41,1.0,1.5,2.5,0:02,11.3,0.0,0.0,0:34,-0.6,0.0,6.3
Max Jones,22,ANA,LW,46,7,4,11,-9,36,0.6,5,2,0,1,3,1,0,77,9.1,652,14:10,11,100,5,5,50.0,jonesma03,20-21,486,518,48.4,0.6,349,400,46.6,-0.5,8.0,90.3,98.3,48.9,51.1,12:32,20,10,-4.6,133.0,57.9,5,0.15,0.09,0.24,0.11,1.67,11,6,17,8,23,3,33,4,21.5,26.1,-4.6,0.1,0.5,0.6,,0:44,0.6,2.1,3.0,0:51,-2.3,4.6,0.0,0:45,1.4,0.0,6.7
Seth Jones,26,CBJ,D,56,5,23,28,-18,26,3.7,3,2,0,1,17,6,0,141,3.5,1413,25:14,101,102,0,0,,jonesse01,20-21,1018,1084,48.4,3.2,775,840,48.0,1.8,7.8,90.5,98.3,55.3,44.7,21:12,20,43,-9.1,256.0,55.1,9,0.09,0.41,0.5,0.16,2.52,8,34,42,14,56,11,75,12,39.3,48.5,-9.1,1.6,2.1,3.7,,0:46,3.2,2.3,3.1,2:00,1.4,5.8,1.1,1:58,-5.7,0.0,6.5
Zachary Jones,20,NYR,D,10,0,4,4,-2,2,0.4,0,0,0,0,3,1,0,12,0.0,150,14:59,8,8,0,0,,jonesza01,20-21,96,139,40.9,-2.1,70,113,38.3,-6.0,10.0,90.9,100.9,44.3,55.7,13:50,1,10,-1.8,23.0,52.2,1,0.0,0.4,0.4,0.11,1.2,0,6,6,2,6,1,7,0,4.1,5.9,-1.8,0.2,0.1,0.4,,0:35,-2.1,2.2,3.0,0:48,-3.1,7.0,0.0,0:09,-18.3,0.0,0.0
Mathieu Joseph,23,TBL,RW,56,12,7,19,3,10,2.3,11,1,0,2,6,1,0,59,20.3,612,10:56,15,82,43,69,38.4,josepma01,20-21,425,447,48.7,-4.0,326,353,48.0,-4.9,11.7,91.6,103.3,56.9,43.1,10:17,12,12,-1.5,92.0,64.1,8,0.21,0.13,0.34,0.15,1.05,18,10,28,13,29,2,24,2,20.9,22.4,-1.5,1.5,0.8,2.3,,0:36,-4.0,2.8,2.3,0:03,11.5,22.6,0.0,0:31,3.7,0.0,3.8
Pierre-Olivier Joseph,21,PIT,D,16,1,4,5,1,6,0.8,1,0,0,0,4,0,0,27,3.7,269,16:47,7,22,0,0,,joseppi01,20-21,224,207,52.0,1.4,178,150,54.3,4.4,7.8,90.9,98.7,52.4,47.6,15:48,4,8,0.4,48.0,56.3,2,0.06,0.25,0.31,0.1,1.69,2,6,8,3,11,0,12,2,10.1,9.6,0.4,0.3,0.5,0.8,,0:40,1.4,2.4,2.4,0:24,11.3,0.0,0.0,0:36,6.7,6.7,13.5
Dakota Joshua,24,STL,C,12,1,0,1,-3,7,-0.1,1,0,0,0,0,0,0,9,11.1,108,8:58,2,23,37,27,57.8,joshuda01,20-21,55,79,41.0,-6.7,38,59,39.2,-8.2,3.2,89.7,93.0,51.2,48.8,8:46,3,1,-1.7,11.0,81.8,1,0.08,0.0,0.08,0.04,0.75,2,0,2,1,1,0,4,0,1.6,3.3,-1.7,-0.1,0.0,-0.1,,0:43,-6.7,0.6,2.3,0:00,8.9,0.0,0.0,0:11,-7.4,0.0,0.0
Roman Josi,30,NSH,D,48,8,25,33,-11,20,4.6,7,1,0,3,11,13,1,141,5.7,1169,24:21,83,27,0,0,,josiro01,20-21,937,858,52.2,3.0,718,644,52.7,2.7,7.4,89.8,97.2,57.5,42.5,20:45,15,30,1.8,290.0,48.6,11,0.17,0.52,0.69,0.24,2.94,12,37,49,17,60,21,59,9,39.6,37.8,1.8,3.0,1.7,4.6,1.0,0:49,3.0,2.3,2.9,3:00,1.2,8.7,0.8,0:32,2.0,2.2,20.0
Tyson Jost,22,COL,C,54,7,10,17,14,24,1.6,7,0,0,1,10,0,0,92,7.6,763,14:07,19,45,162,184,46.8,jostty01,20-21,640,451,58.7,-0.4,470,332,58.6,0.3,8.8,92.9,101.7,50.2,49.8,11:45,24,11,9.2,154.0,59.7,6,0.13,0.19,0.31,0.12,1.7,11,15,26,10,30,0,27,10,28.4,19.1,9.2,0.3,1.3,1.6,,0:49,-0.4,2.8,1.6,0:18,-3.8,0.0,0.0,2:01,1.0,0.0,5.5
Olli Juolevi,22,VAN,D,23,2,1,3,-1,0,0.8,2,0,0,0,1,0,0,24,8.3,304,13:13,30,23,0,0,,juoleol01,20-21,227,277,45.0,-5.7,165,210,44.0,-7.3,9.0,91.6,100.6,44.1,55.9,12:21,2,9,-3.0,57.0,42.1,1,0.09,0.04,0.13,0.06,1.04,3,2,5,2,11,0,15,2,10.2,13.3,-3.0,0.2,0.6,0.8,,0:35,-5.7,2.3,2.7,0:00,,0.0,0.0,0:50,1.8,0.0,6.2
Tomáš Jurčo,28,VEG,RW,8,0,1,1,0,0,0.0,0,0,0,0,1,0,0,11,0.0,72,8:58,2,4,0,1,0.0,jurcoto01,20-21,76,56,57.6,3.8,56,39,58.9,6.2,6.5,84.2,90.7,65.9,34.1,8:57,0,1,1.6,18.0,61.1,0,0.0,0.13,0.13,0.03,1.38,0,1,1,0,3,0,3,0,3.3,1.7,1.6,-0.1,0.1,0.0,,0:32,3.8,2.5,2.5,0:00,13.1,,,0:00,,0.0,0.0
Noah Juulsen,23,FLA,D,4,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,5,0.0,48,11:58,4,9,0,0,,juulsno01,20-21,37,46,44.6,-4.8,31,38,44.9,-4.0,0.0,89.7,89.7,54.1,45.9,11:40,0,2,-1.4,7.0,71.4,0,0.0,0.0,0.0,0.0,1.25,0,0,0,0,0,0,3,0,1.1,2.4,-1.4,-0.1,-0.1,-0.2,,0:44,-4.8,0.0,3.9,0:00,,,,0:18,0.0,0.0,0.0
Nazem Kadri,30,COL,C,56,11,21,32,-7,34,2.5,8,3,0,3,15,6,0,170,6.5,922,16:28,19,36,392,351,52.8,kadrina01,20-21,791,593,57.2,-2.1,563,462,54.9,-4.4,8.0,89.2,97.2,55.6,44.4,13:22,22,26,5.3,289.0,58.8,11,0.2,0.38,0.57,0.2,3.04,17,31,48,18,53,21,37,0,34.5,29.2,5.3,1.8,0.7,2.5,,0:42,-2.1,2.6,2.9,3:01,1.0,7.4,0.4,0:02,1.9,0.0,0.0
Dominik Kahun,25,EDM,C,48,9,6,15,-3,2,1.3,9,0,0,2,5,1,0,69,13.0,615,12:49,12,13,16,14,53.3,kahundo01,20-21,512,538,48.8,0.4,390,405,49.1,0.7,8.0,91.3,99.4,46.7,53.3,12:25,11,16,-2.4,112.0,61.6,6,0.19,0.13,0.31,0.13,1.44,14,9,23,10,24,1,26,0,24.2,26.5,-2.4,0.7,0.6,1.3,,0:35,0.4,2.3,2.6,0:20,1.9,3.5,0.0,0:00,-11.8,0.0,0.0
Kaapo Kakko,19,NYR,RW,48,9,8,17,3,10,1.6,7,2,0,0,7,1,0,81,11.1,689,14:21,16,14,3,4,42.9,kakkoka01,20-21,566,485,53.9,8.0,441,370,54.4,8.0,7.9,91.7,99.6,58.6,41.4,12:59,31,11,3.6,136.0,59.6,7,0.19,0.17,0.35,0.15,1.69,14,12,26,11,30,4,23,0,26.2,22.7,3.6,0.7,0.9,1.6,1.0,0:47,8.0,2.5,2.1,1:19,-2.0,3.7,0.9,0:00,-15.0,0.0,0.0
Arthur Kaliyev,19,LAK,RW,1,1,0,1,-1,0,0.2,1,0,0,0,0,0,0,1,100.0,15,14:42,1,0,0,0,,kaliyar01,20-21,6,16,27.3,0.8,5,13,27.8,4.1,20.0,81.8,101.8,42.9,57.1,13:48,0,0,-0.2,2.0,50.0,1,1.0,0.0,1.0,0.55,1.0,2,0,2,1,1,0,2,0,0.8,1.0,-0.2,0.2,0.0,0.2,,0:47,0.8,4.3,8.7,0:54,0.0,0.0,0.0,0:00,,,
Wyatt Kalynuk,23,CHI,D,21,4,5,9,-6,4,1.2,4,0,0,0,5,0,0,26,15.4,342,16:16,21,25,0,0,,kalynwy01,20-21,258,315,45.0,-0.1,187,251,42.7,-1.9,11.6,88.1,99.7,51.2,48.8,14:50,2,17,-6.8,48.0,54.2,4,0.19,0.24,0.43,0.17,1.24,6,7,13,5,19,2,26,2,11.0,17.8,-6.8,0.9,0.3,1.2,,0:39,-0.1,3.3,4.4,1:05,12.9,5.1,2.5,0:15,37.9,0.0,18.9
David Kämpf,26,CHI,C,56,1,11,12,-3,20,-0.1,1,0,0,0,11,0,0,63,1.6,821,14:40,14,45,410,367,52.8,kampfda01,20-21,550,607,47.5,1.8,409,447,47.8,3.3,6.8,93.2,100.0,32.6,67.4,12:19,31,8,-2.5,101.0,62.4,4,0.02,0.2,0.21,0.06,1.13,2,16,18,5,23,2,38,16,24.8,27.3,-2.5,-1.0,0.8,-0.1,,0:46,1.8,1.8,1.9,0:01,-13.5,35.5,0.0,2:18,-5.1,0.0,7.5
Steven Kampfer,32,BOS,D,20,2,3,5,3,4,1.4,1,1,0,0,3,0,0,28,7.1,334,16:42,24,20,0,0,,kampfst01,20-21,269,278,49.2,-4.7,217,206,51.3,-3.5,6.5,93.9,100.4,57.9,42.1,14:57,6,5,-0.1,49.0,57.1,2,0.1,0.15,0.25,0.09,1.4,3,4,7,3,16,4,13,4,11.4,11.5,-0.1,0.3,1.0,1.4,,0:52,-4.7,2.2,1.8,0:44,-4.1,15.8,0.0,0:59,4.4,3.0,12.1
Evander Kane,29,SJS,LW,56,22,27,49,-1,42,5.6,17,3,2,2,21,4,2,194,11.3,1131,20:12,22,97,23,34,40.4,kaneev01,20-21,827,851,49.3,2.0,615,655,48.4,0.0,11.0,88.5,99.5,40.5,59.5,15:39,30,33,3.9,322.0,60.2,20,0.39,0.48,0.88,0.35,3.46,33,40,73,29,68,14,65,9,40.6,36.7,3.9,4.4,1.2,5.6,1.0,0:36,2.0,3.4,3.8,2:46,-1.9,5.4,0.4,1:45,5.9,3.0,5.5
Patrick Kane,32,CHI,RW,56,15,51,66,-7,14,6.1,12,3,0,3,32,19,0,191,7.9,1245,22:14,15,13,2,5,28.6,kanepa01,20-21,842,1003,45.6,-0.8,623,767,44.8,-0.7,11.6,89.8,101.4,56.9,43.1,18:12,33,45,-9.2,323.0,59.1,22,0.27,0.91,1.18,0.39,3.41,23,77,100,34,84,27,64,1,43.6,52.8,-9.2,4.9,1.2,6.1,4.0,0:46,-0.8,3.4,3.4,3:55,-5.8,7.3,1.4,0:02,7.3,0.0,16.5
Kasperi Kapanen,24,PIT,RW,40,11,19,30,15,7,3.6,10,1,0,3,16,3,0,68,16.2,621,15:32,8,41,0,1,0.0,kapanka01,20-21,444,449,49.7,0.1,342,339,50.2,0.6,13.5,92.9,106.3,66.9,33.1,13:54,16,21,-2.0,112.0,60.7,11,0.28,0.48,0.75,0.28,1.7,17,28,45,17,41,6,20,1,21.0,23.0,-2.0,2.5,1.1,3.6,,0:28,0.1,3.8,2.1,1:32,-0.9,5.7,0.0,0:03,-13.3,0.0,21.8
Kirill Kaprizov,23,MIN,LW,55,27,24,51,10,16,6.7,19,8,0,3,19,5,0,157,17.2,1006,18:18,18,29,3,21,12.5,kapriki01,20-21,748,712,51.2,7.0,575,528,52.1,6.8,11.8,90.6,102.4,58.3,41.7,14:59,27,35,4.0,280.0,56.1,22,0.49,0.44,0.93,0.39,2.85,41,36,77,32,65,17,39,0,33.1,29.1,4.0,5.4,1.3,6.7,1.0,0:52,7.0,3.5,2.6,3:14,3.9,5.7,1.0,0:01,18.1,0.0,0.0
Erik Karlsson,30,SJS,D,52,8,14,22,-18,18,2.9,5,3,0,1,8,5,1,110,7.3,1227,23:36,69,20,0,0,,karlser01,20-21,932,971,49.0,1.4,701,742,48.6,0.1,8.2,89.0,97.2,52.9,47.1,19:27,39,47,1.0,239.0,46.0,8,0.15,0.27,0.42,0.16,2.12,12,21,33,12,57,13,70,8,47.0,46.0,1.0,1.7,1.2,2.9,0.0,0:46,1.4,2.5,3.5,2:56,-3.9,5.1,1.2,1:12,4.6,1.9,7.7
William Karlsson,28,VEG,C,56,14,25,39,19,4,4.3,13,1,0,4,17,7,1,111,12.6,1045,18:40,29,29,518,441,54.0,karlswi01,20-21,835,662,55.8,3.1,583,486,54.5,1.0,10.0,92.8,102.9,55.6,44.4,14:09,30,15,6.7,198.0,56.1,14,0.25,0.45,0.7,0.25,1.98,21,37,58,22,59,16,34,9,36.7,30.0,6.7,2.5,1.8,4.3,,0:42,3.1,3.1,1.8,2:43,-0.7,6.3,0.4,1:46,-5.8,1.2,5.4
David Kaše,24,PHI,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,11,10:58,1,0,0,0,,kaseda01,20-21,7,7,50.0,-3.6,1,5,16.7,-34.4,0.0,100.0,100.0,60.0,40.0,9:05,0,1,-0.3,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.3,-0.3,0.0,0.0,0.0,,0:42,-3.6,0.0,0.0,1:53,7.1,0.0,0.0,0:00,,,
Ondřej Kaše,25,BOS,RW,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,26,8:30,1,1,0,0,,kaseon01,20-21,32,20,61.5,7.4,26,15,63.4,9.0,0.0,100.0,100.0,88.9,11.1,8:09,1,1,0.5,9.0,44.4,0,0.0,0.0,0.0,0.0,1.33,0,0,0,0,0,0,0,0,1.2,0.8,0.5,-0.1,0.0,0.0,1.0,0:35,7.4,0.0,0.0,0:21,,0.0,0.0,0:00,,,
Zack Kassian,30,EDM,RW,27,2,3,5,-4,15,0.0,2,0,0,0,3,0,0,18,11.1,320,11:51,3,73,0,2,0.0,kassiza01,20-21,230,269,46.1,-1.2,171,203,45.7,-2.1,6.7,93.0,99.7,50.3,49.7,11:38,3,7,-2.0,38.0,47.4,2,0.07,0.11,0.19,0.07,0.67,3,4,7,3,8,0,11,0,10.7,12.7,-2.0,-0.2,0.2,0.0,,1:01,-1.2,1.5,2.1,0:11,8.6,0.0,0.0,0:00,,0.0,0.0
Martin Kaut,21,COL,RW,5,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,2,0.0,40,8:00,1,6,0,0,,kautma01,20-21,25,35,41.7,-17.6,17,30,36.2,-22.3,0.0,100.0,100.0,35.3,64.7,7:57,0,0,-1.7,3.0,66.7,0,0.0,0.0,0.0,0.0,0.4,0,0,0,0,0,0,0,0,0.7,2.5,-1.7,-0.1,0.0,-0.1,,0:39,-17.6,0.0,0.0,0:02,6.3,0.0,0.0,0:00,-14.5,0.0,0.0
Joey Keane,21,CAR,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,20,19:34,0,2,0,0,,keanejo01,20-21,17,13,56.7,10.3,13,13,50.0,5.9,0.0,87.5,87.5,66.7,33.3,16:55,0,1,-0.5,3.0,33.3,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0.3,0.8,-0.5,0.0,0.0,-0.1,,0:44,10.3,0.0,3.5,2:39,-27.8,0.0,0.0,0:00,,,
Brady Keeper,24,FLA,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,9,9:28,0,1,0,0,,keepebr01,20-21,2,7,22.2,-30.3,1,5,16.7,-36.3,,100.0,,100.0,0.0,7:11,0,0,-0.6,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.6,-0.6,0.0,0.0,0.0,,0:40,-30.3,0.0,0.0,2:16,11.1,0.0,0.0,0:00,,0.0,0.0
Duncan Keith,37,CHI,D,54,4,11,15,-13,30,2.1,3,1,0,1,6,5,0,110,3.6,1264,23:25,91,33,0,0,,keithdu01,20-21,827,1001,45.2,-2.3,611,777,44.0,-3.0,9.5,90.0,99.5,52.5,47.5,18:18,28,63,-9.9,199.0,55.3,5,0.07,0.2,0.28,0.1,2.04,6,16,22,8,62,14,83,23,42.3,52.2,-9.9,0.4,1.7,2.1,,0:36,-2.3,2.9,3.6,2:26,0.6,6.2,0.4,2:36,-2.7,0.4,9.8
Clayton Keller,22,ARI,C,56,14,21,35,-5,18,3.5,10,4,0,3,15,6,0,124,11.3,933,16:40,14,20,19,22,46.3,kellecl01,20-21,776,649,54.5,8.1,587,493,54.4,8.1,9.6,87.8,97.4,59.3,40.7,13:53,23,17,0.1,212.0,58.5,13,0.25,0.38,0.63,0.24,2.21,21,31,52,20,61,21,46,0,33.2,33.1,0.1,2.5,1.1,3.5,2.0,0:44,8.1,3.1,3.4,2:44,-4.8,8.2,0.8,0:01,-10.2,0.0,0.0
Joel Kellman,26,SJS,F,7,1,1,2,-1,6,0.2,1,0,0,0,1,0,0,13,7.7,75,10:41,2,5,27,28,49.1,kellmjo01,20-21,67,71,48.6,1.6,54,52,50.9,4.7,8.9,86.1,95.0,36.4,63.6,10:01,3,0,1.3,19.0,68.4,1,0.14,0.14,0.29,0.12,1.86,2,1,3,1,4,0,5,0,4.2,2.9,1.3,0.1,0.0,0.2,,0:40,1.6,3.4,4.3,0:03,,0.0,0.0,0:36,-13.2,0.0,0.0
Parker Kelly,21,OTT,F,1,1,0,1,1,0,0.2,1,0,0,0,0,0,0,1,100.0,8,7:32,0,4,1,0,100.0,kellypa01,20-21,11,3,78.6,32.2,7,3,70.0,21.9,25.0,100.0,125.0,0.0,100.0,5:54,0,0,-0.1,1.0,100.0,1,1.0,0.0,1.0,0.55,1.0,2,0,2,1,1,0,0,0,0.2,0.3,-0.1,0.2,0.0,0.2,,0:35,32.2,10.2,0.0,0:00,,,,1:38,-33.3,0.0,0.0
Adrian Kempe,24,LAK,LW,56,14,15,29,-18,28,2.5,9,4,1,2,5,10,0,127,11.0,948,16:56,21,47,27,41,39.7,kempead01,20-21,576,654,46.8,-1.0,424,504,45.7,-2.7,8.4,88.1,96.4,51.0,49.0,12:40,15,20,-7.7,238.0,53.4,12,0.25,0.27,0.52,0.21,2.27,21,22,43,17,51,25,48,4,23.1,30.8,-7.7,1.8,0.7,2.5,0.0,0:45,-1.0,2.1,3.6,2:56,6.0,9.1,0.4,1:18,-3.7,0.8,3.2
Alexander Kerfoot,26,TOR,C,56,8,15,23,2,12,1.7,7,0,1,1,13,2,0,68,11.8,809,14:27,34,41,124,180,40.8,kerfoal01,20-21,542,587,48.0,-3.9,405,435,48.2,-4.6,8.6,91.8,100.5,52.0,48.0,12:19,17,30,-2.6,118.0,57.6,8,0.14,0.27,0.41,0.15,1.21,12,22,34,13,33,6,36,11,23.3,25.8,-2.6,0.9,0.8,1.7,,0:39,-3.9,2.2,2.2,0:35,4.6,10.7,0.0,1:31,4.8,1.4,7.7
Tanner Kero,28,DAL,RW,39,3,7,10,0,6,0.7,3,0,0,2,5,2,0,39,7.7,413,10:36,14,31,24,14,63.2,kerota01,20-21,290,293,49.7,-3.2,207,211,49.5,-3.4,6.8,92.8,99.6,45.8,54.2,9:42,9,10,1.8,63.0,61.9,4,0.08,0.18,0.26,0.09,1.0,5,10,15,5,12,2,10,0,13.5,11.7,1.8,0.2,0.5,0.7,,0:34,-3.2,1.6,1.6,0:33,-14.1,5.2,0.0,0:18,-2.9,0.0,0.0
Phil Kessel,33,ARI,RW,56,20,23,43,-17,12,4.5,16,4,0,3,14,9,0,115,17.4,957,17:05,9,8,1,3,25.0,kesseph01,20-21,661,734,47.4,-1.7,486,565,46.2,-3.3,9.5,87.9,97.4,56.6,43.4,14:12,19,20,-5.4,206.0,55.8,17,0.36,0.41,0.77,0.3,2.05,30,34,64,26,53,19,51,0,29.3,34.7,-5.4,3.9,0.6,4.5,,0:33,-1.7,2.6,3.7,2:52,-3.9,7.1,0.7,0:00,-10.2,0.0,0.0
Jujhar Khaira,26,EDM,LW,40,3,8,11,-1,42,0.6,3,0,0,2,8,0,0,41,7.3,482,12:03,21,151,171,207,45.2,khairju01,20-21,279,358,43.8,-6.3,210,261,44.6,-5.8,10.2,92.8,103.0,31.7,68.3,10:01,7,11,-4.7,73.0,56.2,4,0.08,0.2,0.28,0.09,1.03,5,12,17,6,15,0,21,7,10.9,15.5,-4.7,0.1,0.5,0.6,,0:49,-6.3,2.2,2.1,0:04,10.1,0.0,0.0,1:58,-0.8,0.0,5.3
Matt Kiersted,22,FLA,D,7,0,0,0,-4,2,-0.3,0,0,0,0,0,0,0,6,0.0,106,15:10,10,1,0,0,,kiersma01,20-21,75,98,43.4,-14.5,58,76,43.3,-14.0,2.3,91.4,93.7,50.0,50.0,14:11,1,7,-2.1,11.0,54.5,0,0.0,0.0,0.0,0.0,0.86,0,0,0,0,1,0,5,0,2.9,4.9,-2.1,-0.1,-0.1,-0.3,,0:36,-14.5,0.6,3.0,0:32,12.5,0.0,0.0,0:25,22.0,0.0,0.0
Alex Killorn,31,TBL,C,56,15,18,33,-1,37,3.3,10,5,0,1,13,4,1,121,12.4,1003,17:54,12,59,1,2,33.3,killoal01,20-21,657,550,54.4,3.3,502,442,53.2,1.6,8.6,90.4,99.0,54.4,45.6,13:01,14,10,0.9,204.0,59.3,13,0.27,0.32,0.59,0.23,2.16,23,27,50,20,61,28,45,11,29.2,28.3,0.9,2.2,1.1,3.3,,0:38,3.3,2.6,2.7,3:04,-0.9,9.7,0.3,1:48,5.6,0.6,6.7
Joel Kiviranta,24,DAL,F,26,6,5,11,3,6,1.4,5,1,0,0,5,0,0,31,19.4,317,12:10,11,40,1,6,14.3,kivirjo01,20-21,257,226,53.2,-0.3,186,177,51.2,-1.1,10.8,89.1,99.9,64.9,35.1,11:17,7,3,0.3,54.0,57.4,5,0.23,0.19,0.42,0.18,1.19,9,7,16,7,18,2,13,0,10.1,9.8,0.3,0.9,0.5,1.4,,0:43,-0.3,3.1,2.7,0:50,11.2,5.3,0.0,0:01,88.6,83.7,0.0
John Klingberg,28,DAL,D,53,7,29,36,-15,23,4.7,5,2,0,1,14,15,0,108,6.5,1203,22:42,52,49,0,0,,klingjo01,20-21,952,862,52.5,0.0,690,653,51.4,-0.9,8.6,88.1,96.7,55.6,44.4,19:29,17,51,3.6,231.0,46.8,12,0.13,0.55,0.68,0.22,2.04,11,43,54,18,72,30,55,0,38.1,34.4,3.6,3.0,1.7,4.7,1.0,0:56,0.0,2.4,3.1,3:00,7.0,11.3,0.8,0:10,5.8,0.0,0.0
Nikolai Knyzhov,22,SJS,D,56,2,8,10,-10,39,1.3,2,0,0,1,8,0,0,51,3.9,938,16:45,54,84,0,0,,knyzhni01,20-21,780,777,50.1,3.1,593,590,50.1,2.5,7.6,90.6,98.2,49.5,50.5,15:49,18,13,1.6,97.0,52.6,3,0.04,0.14,0.18,0.06,0.91,3,12,15,5,33,0,43,3,39.1,37.6,1.6,0.1,1.2,1.3,,0:37,3.1,2.2,2.7,0:02,-6.2,0.0,0.0,0:52,1.2,0.0,3.7
Slater Koekkoek,26,EDM,D,18,1,0,1,-7,2,-0.1,1,0,0,0,0,0,0,17,5.9,237,13:10,31,10,0,0,,koekksl01,20-21,160,236,40.4,-9.2,119,167,41.6,-8.7,4.4,89.9,94.4,48.0,52.0,11:12,3,11,-3.0,41.0,41.5,1,0.06,0.0,0.06,0.03,0.94,2,0,2,1,5,0,17,5,7.0,9.9,-3.0,-0.1,0.0,-0.1,,0:48,-9.2,1.2,3.6,0:00,,0.0,0.0,1:53,-3.3,1.7,8.7
